epoch,acc,loss,lr,val_acc,val_loss
0,0.844012372961,0.368104367365,0.001,0.962297496318,0.150734391429
1,0.957759209419,0.13646552623,0.001,0.978939617084,0.0925720698451
2,0.973265576654,0.091435657539,0.001,0.985125184094,0.0677901883392
3,0.979271281069,0.0728161766081,0.001,0.987039764359,0.0551890018595
4,0.982605551764,0.0613261468947,0.001,0.987334315169,0.0462640086277
5,0.985116297754,0.0542543226265,0.001,0.988954344624,0.0413378730071
6,0.986160768087,0.0499046041418,0.001,0.989690721649,0.0383602246269
7,0.987365926164,0.0458101234469,0.001,0.991310751105,0.0361511761373
8,0.988330052625,0.0416942421866,0.001,0.990427098675,0.0327931671754
9,0.988751857938,0.0412583207282,0.001,0.99204712813,0.0313605169465
10,0.989615554559,0.0375776519458,0.001,0.99175257732,0.0304020195157
11,0.989756156349,0.0372642463217,0.001,0.99204712813,0.0289662092803
12,0.99068011086,0.0350656477554,0.001,0.99263622975,0.0280844344478
13,0.990439079259,0.0342775797202,0.001,0.992488954345,0.0274116969072
14,0.990418993291,0.0346140333328,0.001,0.99263622975,0.0269429425215
15,0.99092114249,0.0326190195926,0.001,0.99234167894,0.0265518710791
16,0.991041658298,0.031806078068,0.001,0.993078055965,0.0256318905815
17,0.991845097015,0.0300532840188,0.001,0.99322533137,0.0252103345849
18,0.992507933957,0.0295451994674,0.001,0.993078055965,0.0245868053183
19,0.991945526855,0.0281619978246,0.001,0.99351988218,0.0242514021406
20,0.992487847989,0.0279672454028,0.001,0.993372606775,0.0238015195637
21,0.992708793622,0.0275335784865,0.001,0.99322533137,0.0239695366445
22,0.992929739284,0.0264348589618,0.001,0.99322533137,0.023487876992
23,0.992789137494,0.0266715780897,0.001,0.99263622975,0.0234173896921
24,0.993451974451,0.0255150917866,0.001,0.99322533137,0.0228119250485
25,0.993331458643,0.0248994719666,0.001,0.99322533137,0.0227160326839
26,0.993351544611,0.0247832151564,0.001,0.993667157585,0.0226631430124
27,0.993672920098,0.0238134206705,0.001,0.99351988218,0.0225402772995
28,0.993994295585,0.0232953532767,0.001,0.99322533137,0.0220923984402
29,0.993934037667,0.0231264655409,0.001,0.99322533137,0.0221990886204
30,0.993833607842,0.022836639505,0.001,0.993372606775,0.0217235722625
31,0.993954123649,0.0221646212397,0.001,0.993667157585,0.0217974181929
32,0.994315671058,0.0211108182975,0.001,0.99351988218,0.0218713156031
33,0.994114811393,0.0223118786757,0.001,0.99322533137,0.0213581434253
34,0.994315671072,0.0211232775216,0.001,0.993372606775,0.0211317030228
35,0.994175069282,0.0217062484939,0.001,0.993667157585,0.0211094176988
36,0.994255413168,0.0205139298581,0.001,0.993372606775,0.0215205699659
37,0.99453661672,0.0204221912822,0.001,0.993078055965,0.021381504928
38,0.994516530752,0.0199212184525,0.001,0.993078055965,0.021861126718
39,0.994878078175,0.0192308593643,0.00033,0.992488954345,0.0214925109081
40,0.994998593982,0.0196630582457,0.00033,0.993078055965,0.0213518165095
41,0.994697304449,0.0193248655482,0.00033,0.992783505155,0.0212484342944
42,0.994697304463,0.0196392376516,0.0001089,0.993078055965,0.0211909321054
43,0.994797734303,0.018836395096,0.0001089,0.99293078056,0.0211319653119
44,0.995119109776,0.0185319219807,0.0001089,0.99293078056,0.0211403623559
45,0.994757562367,0.0191307692683,3.5937e-05,0.993078055965,0.0211275813457
